Country,Year,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Somalia,1968,70.04176364,21.40746625,21.6885525,1.580874175,7.232,0.044735997,7,0,14.89257344,54.64285714,75150,0,2.613922405,0,0,21.51855,1278.432413,0,0,97.58,3.397375366,0.554412917,40.179,0,0,0,17.65766667,0.04708629,1.850624681,2.370224237,1.334260225,0,2.786325019,3442418,5.399,0,47.43625,3127.16,0,0,0,71,0,5.85484977,-6.625976563,20.17230034,21.5924,5.332309354,154
South Africa,1968,79.54086968,24.30220125,27.91898,17.36553643,5.7,6.45956891,4,2.562445655,25.97679105,59.84285682,69330,2940.662208,138.3183483,6.056215027,0,22.87234037,7256.575637,1.28,44.93,47.82727273,3.856757637,4.68341998,52.104,79.30129651,89.53550167,0,20.56866667,0.662433334,70.84754944,121.1436768,23.31558418,0.336892025,2.133160467,21374801,17.505,42.9,99.79666667,1702.865,578.4808392,0,25.74093117,66,62205953376,354.7407421,3.104450676,43.51369095,47.5846,2.369229462,138072
South Sudan,1968,0,0,0,0,6.855,0,0,0,67.26265938,0,0,0,0,0,0,0,1753.217766,0,0,122.8333333,0,0,35.023,0,0,0,0,0,0,0,0,0,1.798168297,2866074,0,0,0,0,0,0,0,0,0,0,0,0,8.6558,1.666551353,0
Spain,1968,64.34631238,26.20401875,25.69800375,33.57559397,2.86,2.935168148,-7,0.993664568,10.56861275,49.5571428,169880,6139.631006,1320.856507,7.06736265,10.48999997,12.60040853,8374.242965,2.574723381,26.61201267,30.1,5.911130109,23.63191748,71.73,97.63060774,99.56430812,8.071428537,32.65466667,3,0.1013535,0.1502835,0.0516601,0.652787761,1.307655786,33098047,65.412,0,101.6893,3042.34,192.126462,1.924052,13.622114,13.306,2.03E+11,1838.954528,-2.031795777,10.40734,64.134,2.803175192,97148.33333
Sri Lanka,1968,37.01164089,21.11084375,22.06823875,7.566938446,4.609,0.269692055,7,0.360302454,20.62144257,46.72857121,20820,315.718246,20.05137495,1.48138193,0.379999995,23.58869086,1192.496077,3.57,29.17,55.9,12.08790334,2.005672631,63.158,90.55795051,97.98180225,0,22.99333333,0.334992636,2.824626,4.318589,1.094982,0,2.439454161,12018646,183.183,46.68,101.1625,3366.965,65.9312348,34.97649,15.23004334,28.075,3786093206,42.35636947,-2.967248297,2.132271,18.7588,4.47291141,3241.333333
Sudan,1968,46.10563973,21.35016125,21.846035,3.536064008,6.865,0.278723059,7,0.403741837,15.11598048,32.08571379,704910,257.0750097,11.43144571,1.10079083,0,16.84498844,1744.145488,0,0,94.8,2.368024536,2.744336662,51.466,61.34587311,78.15558788,0,18.02033333,0.140516814,30.99819756,50.9930954,11.00441742,0,2.480192676,11142482,5.59,0,71.19357143,3286.225,22.4478139,0,0,69.33333333,3633227617,36.03787538,-1.72900796,50.11398697,15.263,6.942232467,3105.666667
Suriname,1968,0.275641026,24.21802,26.07889875,20.00710043,5.922,4.027895674,2.444444444,1.34621155,57.68359021,49.04285758,147760,2211.071203,105.3043742,5.516390727,0,51.56391659,4746.51589,0,0,30.78,17.81817423,7.467191291,62.599,92.10949768,97.14877977,5.800000191,20.327,0.500811199,9.13236273,22.30738831,3.8906703,0,2.558770801,360486,2.201,0,104.9102,312980.695,0,0,0,43,940778473.7,226.6873223,6.119673617,30.96791267,46.4124,2.059720795,1452
Swaziland,1968,87.09302326,22.0850075,27.07349,6.950457489,6.857,0.660109787,0,0.399569331,75.61403509,75.20000022,5180,1171.968419,66.3414588,0.253299142,0,72.10526316,2428.328658,0,0,119.5,11.70323516,3.035887097,46.982,68.49286955,83.65784351,0,16.734,0.14782362,25.77063751,40.64889908,13.3564167,0,2.588454051,422152,24.312,0,93.759,7173.703,0,0,24.30881783,93.66666667,1019436428,109.9234164,3.50877193,30.68395805,8.4206,10.52149636,278.6666667
Sweden,1968,9.068089877,25.44696,24.75781625,35.27539187,2.068,9.796656167,10,4.000823278,21.5645986,86.97142901,273890,15126.81892,2776.868319,15.82806391,19.66285733,21.58395047,16136.68748,3.58015678,22.18160205,12.2,2.391862396,46.01780049,74.03,0,0,1.042857154,37.28833333,1.2,0.6573941,0.596133,0.7326416,2.996317599,0.561996749,7929066,17.622,0,104.4102,20742.275,1088.892092,15.0124,21.93297921,14.47777778,1.20E+11,3342.144491,-0.019351864,15.4462,79.4428,1.568520522,77678.33333
Switzerland,1968,54.425,25.61400125,23.9395925,31.15986309,2.312,5.9484839,10,2.172603883,29.52684145,68.70000022,11940,33508.51892,2913.029705,19.87531534,20.04857159,26.71442059,23522.13088,2.875513501,25.90952158,16.2,1.844395591,39.84800558,72.72,0,0,0.899999991,35.392,1.4,0.7446772,0.7302645,0.7452567,1.697443844,1.259256348,6056165,146.695,0,96.1275,8105.36,863.9845825,13.75813,9.964013739,21.366,2.285E+11,5071.810003,2.812420853,22.13729,56.1076,2.388810859,36025
Taiwan,1968,0,23.48270625,22.82895125,0,2.244545455,1.731437712,-8,0,0,0,0,0,0,0,4.079999992,0,3243.558274,0,0,19,0,0,67.6,0,0,0,0,0,0,0,0,0.260922504,0,13962000,0,0,0,0,944.7267258,0,0,41,0,0,0,0,0,0,24174.33333
Tajikistan,1968,32.90082881,23.90468,23.95437375,6.336870158,6.775,0.603726372,-7,0.44034931,49.2168402,78.14285714,4100,245.3328184,4.318696635,41.7450495,0,63.6145242,3986.594849,3.21,26.4,76.10833333,175.9521038,2.968693167,59.44,99.45124826,99.84706266,0,19.381,2.294700007,3.300565481,4.139714241,2.38942647,0,3.067452262,2765317,19.324,49.88,89.34866667,2895.703,378.6732994,0,8.762003091,32.925,1415435679,17.26200525,-14.397684,4.796921253,36.1864,4.024865029,3591.133333
Thailand,1968,26.81594864,21.74704625,23.02713125,15.59856847,5.903,0.491322892,-2,0.846130586,16.50164089,83.35714286,190040,464.9066055,67.028171,27.4471635,0,20.19709861,1361.448726,2.56,35.15,77.5,-0.252979517,6.536432092,58.654,90.31415233,97.42136788,0,22.64366667,0.239037839,8.509845367,10.6702795,2.973633289,0.114743862,2.990370308,34799247,67.82,21.706,98.47425,8910.5866,193.3262652,0,16.18174351,43,16178399797,106.5483274,-3.695457719,24.31255722,20.6218,3.640336109,17097.66667
Timor-Leste,1968,15.60188299,20.3042175,20.6088475,7.108873591,6.132,0.178638975,6.5,0.059546787,0,59.2428578,8540,348.5492054,29.99466746,0,0,0,1099.701417,0,0,86.27777778,4.396980306,0.16415625,38.326,0,0,0,17.85,0.1,16.25145912,28.24912453,4.301686764,0,1.872444966,579184,38.939,0,95.1095,0,0,0,0,67.33333333,333725110.7,41.72537684,0,16.56348419,12.2728,4.402387235,183.3333334
Togo,1968,56.53612796,21.26699875,21.38042125,3.795018671,6.971,0.100613692,-7,0.372378793,42.0121935,56.95714297,4860,281.9804815,7.35062363,1.931559689,0,29.09316118,1511.874905,0,0,135.7,0.06094538,0.942185828,45.339,53.1775995,74.43957115,0,17.87233333,0.057319474,16.7136364,27.04844475,6.937391758,0,4.688969936,1931480,34.014,0,58.38977778,4994.92,39.44244035,0,14.64933635,73.66666667,544636825.4,23.4024354,12.91903232,26.62271309,18.748,11.68049993,194.3333333
Tokelau,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,144.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,1968,43.05555556,28.73871,30.85515625,7.321751547,6.371,0.180855611,0,0.568374449,22.09923203,39.48571532,90,1754.565312,99.8265465,0,0,57.79449769,1763.79825,0,0,44.6,5.909998567,3.665333835,64.214,99.24891582,99.56400874,0,17.54433333,0.411899999,0.61610806,1.125645399,0.095892884,0,2.556572473,81096,124.763,0,100.23075,0,0,0,0,21.66666667,172787826.6,127.0343097,-35.70009535,5.288154125,19.9118,3.250018783,14.66666667
Trinidad and Tobago,1968,19.10331384,25.4000475,27.0161625,22.08445321,3.802,4.301267565,8,6.211235603,42.73949528,58.25714329,2340,4483.756701,218.2845712,0.673876284,0,33.33113858,5895.02905,1.965,30.515,46.1,8.922370664,17.48469052,64.892,96.67909452,99.35555612,4.266666651,22.38533333,0.729085465,6.417873,10.30112,2.637146,0,1.768881816,939413,183.121,11.065,100.7208571,3487.349,867.2602721,10.69296,26.47000082,41,4212099333,460.5113859,9.408356702,15.56337,12.8644,-2.000774756,4040.666667
Tunisia,1968,55.25875386,23.56357,26.25959,13.70784535,6.737,0.730622211,-9,0.622010131,20.93460875,24.19999995,8370,866.8699901,89.55363608,3.255558283,0,10.85149757,2088.68455,2.37,31.62,132.9,1.329108123,9.621773071,48.867,66.68294291,88.4724542,0,20.685,0.588959848,1.732626796,2.966651917,0.512045562,0,2.05224163,4923201,30.091,12.82,80.90855556,700.2859,155.2778913,0,19.75854793,9.05,4276383395,167.5897059,10.08311118,28.17096901,41.9788,3.858891255,3597
Turkey,1968,48.85594377,25.071525,27.25742625,19.02916398,5.721,1.06853185,8,0.486300407,3.680635043,30.48571423,101460,2060.045727,221.3860233,2.224223118,0,5.09142845,3363.338744,0,0,133.2,4.624871531,13.22610249,51.057,76.52991447,90.14728841,3.179999924,21.19133333,0.4,2.863645554,4.748538971,0.969911695,0.187451403,2.123920802,33982141,43.369,6.67,79.385125,4594.58315,31.06098246,0,18.58659043,46.4,70004764349,313.6871954,-1.410793407,12.11808968,36.6312,4.335959492,36311
Turkmenistan,1968,68.9766561,24.59159625,24.2029975,2.701442582,6.403,8.581862071,-7,3.370906088,72.58705888,83.32857077,41270,765.4058898,40.69269939,4.952147411,0,58.8879715,5863.007184,5.12,21.51,61.25,669.7110729,0.879112055,57.79,0,0,0,20.75166667,3.299924999,7.617405289,12.86595223,3.050926289,0.975276701,2.883167395,2066889,4.235,50.22,0,6363.139,287.0509589,10.53069067,0,20.66666667,4511610307,63.74625374,13.69908738,13.06992044,47.5236,3.153292613,38684.8
Turks and Caicos Islands,1968,1.052631579,0,0,0,0,2.374265568,0,0,0,0,340,0,0,14.38936708,0,0,4654.400274,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,-0.466284919,5563,12.937,0,101.12,0,0,0,0,25.6,0,0,0,0,50.4204,0.215920357,71.50000002
Tuvalu,1968,66.66666667,0,0,0.647936969,0,0,0,0,0,0,10,1395.523077,344.2652084,4.249648864,0,0,2280.72511,0,0,36.95454545,7.955672334,10.12081979,0,0,0,0,0,0.636,1.924120665,3.283766508,0.493939221,0,1.284874718,7128,274.154,0,0,0,0,0,0,33.03333333,13965783.49,344.6467286,0,13.25611019,20.7658,4.502845782,0
Uganda,1968,49.67218858,21.722605,21.34644125,3.563713048,7.117,0.110827388,-6,0,23.94062078,88.17143032,38690,241.741169,5.637434355,2.285987052,0,22.61808367,904.5963414,2.82,32.345,111.3,42.56635774,2.197077673,48.256,0,0,0,16.14566667,0.065952667,33.07697678,55.5644455,11.25357246,0,3.330907189,8866641,36.785,87.29,85.5104,5017.6,0,0,11.34543358,162.6666667,5662207888,25.27408219,1.322537112,35.31607056,6.202,7.126647501,982.6666667
Ukraine,1968,71.74379981,24.98573,26.10686,16.87281499,2.021,8.280019721,-7,3.169586655,48.04245023,88.15714264,95100,984.5852821,63.89465429,4.675687066,0,47.24339099,5697.746421,3.76,22.61,17.76363636,315.9958903,3.805797135,71.59,0,0,0,33.779,3.648533379,10.3757858,15.8258742,5.3900732,0.526285326,0.831079865,46573376,77.147,4.922,99.7785,2708.578,617.2531582,16.936434,15.08637895,32.668,48905638152,109.9886005,0.799059243,15.142752,53.1582,2.417006165,408276.7333
United Arab Emirates,1968,2.511961722,26.4608825,28.3392025,44.29163578,6.738,6.872795232,-8,9.066349445,71.29630896,33.45714242,3100,39873.7377,688.1359717,1.354405888,0,61.41994456,11603.48738,0,0,84.5,7.020729313,29.28299765,60.038,0,0,0,24.27833333,0.953766644,0.459561378,0.609812081,0.132411271,0.315164383,7.720656774,180858,2.163,0,100.9057143,272.7895,4437.535773,0,0.703922074,26,83625524221,1034.590636,9.876364398,29.01392555,76.885,8.252732468,1243
United Kingdom,1968,80.29595337,26.023125,25.60891625,34.97473863,2.515,10.99226294,10,3.406144495,20.6995155,71.55714307,27930,12050.66964,2026.479621,25.05736381,13.39857135,21.4962822,14651.00736,0,0,18.7,4.207110489,35.01311666,71.79,0,0,3.00000002,35.83666667,0.9,0.7662346,0.799642,0.7350284,1.637083117,0.48676828,55212835,227.307,0,101.1258889,2590.935,1207.429237,5.026135,27.53374674,49,6.68E+11,2484.026548,-0.796766702,12.59824,77.3986,0.30501811,606914
United States of America,1968,47.5812756,27.01693,26.75531375,23.19680714,2.467,18.62673272,10,7.073473827,5.311541993,72.51428441,3001950,18027.61393,2531.361794,30.66125744,15.99714266,5.169415866,23268.21419,1.878162066,29.85266373,21.3,4.255660381,40.10795555,70.42,0,0,0.542857142,31.585,1.854,8.113482,13.15484,3.358418,3.089630374,0.998460981,205672498,21.359,0,99.9068,12954.625,1903.624007,8.618278,10.15010007,66.588,3.62E+12,5663.501084,0.142126127,28.09557,72.9128,1.472200768,3831006.667
Uruguay,1968,86.11587247,25.29095125,24.86506875,15.30522015,2.844,1.760565284,8,0.887523407,15.19461118,66.27142879,14120,4049.126411,353.9311918,3.098711442,0,12.19276548,5475.229744,1.823333333,32.72,53.1,116.1946722,17.26399017,68.576,97.47268502,98.77419103,0,30.204,2.73090596,4.637242,7.462381,1.876783,0,0.893199627,2774109,15.851,2.926,104.76225,46714.025,585.9509619,11.66646,17.07582853,64.06666667,11232718019,583.9871776,3.001845708,6.153485,81.952,1.14732937,4884
Uzbekistan,1968,64.0112835,24.80761625,24.6825275,5.391932118,6.608,4.772276021,-7,1.977747705,32.608184,81.54285649,32120,634.6498948,18.16455617,0,0,34.46422583,2056.69608,5.56,20.4,50.58,145.8797594,2.996522045,62.286,98.64258347,99.87434931,0,20.72433333,3.094120053,4.9251158,7.5003306,2.4721014,0.35136046,3.078416638,11253870,25.154,0,97.664,2343.638,285.9472996,9.0087556,0,27.25,15137990047,36.61581901,-1.856041832,11.8001368,36.144,3.870046596,116262.6667
Vanuatu,1968,9.269893355,25.03256625,25.665485,2.35371333,6.433,0.772676187,0,0.14594208,43.1945074,83.81428637,4400,1338.865833,52.63897988,0.355693163,0,53.24544372,2150.928915,0,0,82.3,5.255620495,3.545226267,51.217,78.12244,91.99186,0,17.48966667,0.181030773,1.013819337,1.766842961,0.248659775,0,2.70381816,80672,6.618,0,94.68933333,0,0,0,19.79847395,56.33333333,225661232.7,65.5006741,-10.05093632,7.808640003,11.9266,4.388139706,62.33333333
Venezuela,1968,22.4000907,25.98281125,26.35711,17.24407397,5.811,6.560842266,7,2.245872344,22.36966873,46.5,491510,6203.924656,131.6307463,2.704610911,0,17.25118543,9904.458467,1.2,36.91,50.3,2.043561019,7.609295147,63.979,0,0,0,19.86466667,1.086950994,10.10482,17.29399,2.768618,1.003075204,3.221996646,10003238,10.968,19.53,104.2052857,83552.605,538.8221339,10.18039,13.44400348,100.6333333,62059334863,304.3375034,5.118483301,29.49414,69.92,4.61320822,65629.66667
Vietnam,1968,19.56127684,19.7639425,19.75606875,10.47034434,6.494,0.550684834,-7,0.339209969,46.37510355,85.94285692,117250,365.6036276,10.99984338,6.779599089,0,54.93068809,609.8831494,3.16,31.63,58,81.01489951,8.032765633,61.214,90.15612936,94.83651428,0,21.183,0.634033335,4.341927052,6.796694756,2.016441822,0,2.168966763,42893258,129.318,50.155,95.47833333,16365.785,106.6564057,0,0,26,27818823216,34.49474814,-8.555584539,15.51379299,17.5484,4.333735494,23620.66667
Wallis et Futuna,1968,0,0,0,0,0,1.6892461,0,0,0,0,0,0,0,0,0,0,2191.212382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026,45.13,0,0,0,0,0,0,15.95,0,0,0,0,0,0,23.83333334
West Bank and Gaza Strip,1968,60.96345515,25.59021625,27.15744125,11.77628328,7.977,0.439993389,0,0,15.75532715,14.22857135,90,1207.954356,0,0,0,71.23828722,2750.957407,0,0,33,5.591422586,9.765444426,54.374,93.16931336,99.04601964,0,16.759,0,0,0,0,0,3.72351223,1140772,189.497,0,101.892,549.35295,0,0,0,65.66666667,3612658847,0,-55.48296007,0,52.138,4.165209982,1570.555555
Western Sahara,1968,0,0,0,0,6.615,0.89263139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.316,0,0,0,21.41266667,0,0,0,0,0,0,69339,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8
Yemen,1968,0,0,0,7.220635188,0,0.026654166,0,0.273447313,32.91488526,0,0,533.0693347,15.04057613,0,0,0,0,0,0,65.01666667,21.55630887,1.963586114,0,0,0,0,0,0.28,0,0,0,0,3.553553981,0,33.819,0,63.248,0,0,0,0,0,9632799751,39.1987111,0,0,26.32256,5.625701436,128.3333333
Zambia,1968,26.54730357,20.0866725,22.07774125,3.748319171,7.405,1.178158891,0,0.71152049,48.43874953,61.87142944,511340,592.0737923,20.96589003,1.4156077,0,41.84681197,1753.08087,1.475,39.065,111,15.93990156,1.940922588,48.131,0,0,0,16.99066667,0.100857433,30.48897171,51.67977905,10.44654942,0,3.119784916,3880914,5.157,81.155,83.42266667,17667.605,101.1457928,0,17.83499299,150.6666667,2285239764,35.93380588,6.59193756,30.79485512,27.5594,8.317239259,4572.333333
Zimbabwe,1968,29.93408298,21.6703225,24.88370875,2.088743987,7.411,1.309727195,-1.6,0.857647923,29.6758738,76.58571298,188940,399.3907779,30.41732784,3.560080544,0,33.91579462,561.2217442,0,0,73,3.866208383,4.595567262,54.279,83.51257977,95.41135812,0,16.97466667,0.174332069,37.71518707,63.48028564,13.03530884,0,3.242222848,4874043,12.473,0,89.16866667,2699.49,167.7448115,0,22.32692358,73.66666667,1946647826,58.38539951,-4.239920811,40.26741791,16.2652,6.671988073,6383.666667
Afghanistan,1972,58.33218343,21.01770125,20.68278375,3.190957709,7.671,0.121701178,-7,0,14.76323122,29.51428577,13500,0,2.679386285,0,0,18.10584977,2219.943317,0,0,198,13.21197502,0.892824482,37.614,0,0,0,17.36033333,0.034844249,3.83731842,6.547782898,0.881813586,0,2.612110827,12593688,19.313,0,16.866,5221.08,0,0,5.225978688,147,0,26.23766078,-3.342618551,34.5282402,11.9298,6.418401705,1532.666667
Albania,1972,42.84671533,25.5421075,25.21042,11.08952061,4.809,2.517372457,-9,0.866172858,18.86336079,71.5,7690,1154.008464,54.30811764,1.334567619,0,40.2454334,9940.266564,0,0,71,41.82338964,6.606670493,67.595,95.93863978,98.83120696,0,22.652,0.845499992,6.681117058,11.46919537,2.020035982,0,2.391524168,2241623,77.975,4.91,96.465,18602.6,530.4848333,0,13.35086973,16.66,3538419308,138.5837104,-21.38207261,12.34991932,32.1288,2.998426716,5643
Algeria,1972,19.06001495,23.36975375,25.01352375,10.43635623,7.591,1.94148771,-9,0.275555918,20.44956199,29.18571445,15790,1527.646365,76.23031739,1.500884466,0,25.72686831,12547.9913,2.56,32.67,141,-4.606461074,3.826979825,51.195,0,0,0,18.95566667,0.343016048,9.806334496,13.78124619,5.940273285,0.172184009,3.022977304,14600659,6.13,24.55,61.724,799.074,29.54303724,0,45.25581817,16.8,22304643652,99.80270729,-5.27730632,18.18716621,39.832,3.44059848,28347
American Samoa,1972,20,0,0,1.559312382,0,0,0,0,0,0,180,0,0,0,0,0,18574.91232,0,0,0,0,0,0,0,0,0,0,0.772300005,0,0,0,0,1.997334787,28470,143.065,0,0,0,0,0,0,51.45,0,0,0,0,71.172,2.552461257,0
Andorra,1972,53.19148936,26.48890375,25.9741725,22.38214458,0,7.165023448,0,0,0,0,160,18646.94486,1433.020707,17.06003868,0,0,99240.02469,0,0,4.05,8.517923869,27.23584776,0,0,0,0,0,2.549,0.726512909,1.060996175,0.39156726,0,5.094828633,26997,57.686,0,101.506,0,0,0,0,7.1,503411570.4,2105.490543,0,12.65543461,82.9938,6.819870528,513.3333333
Angola,1972,46.04154969,21.31958,21.45067875,4.711074891,7.232,0.72921732,-4.111111111,0.67084633,70.32448792,78.4857145,597280,376.8935259,41.61213011,0,0,54.82159222,16419.86401,0.6,44.74,129.53,1022.529697,1.292659027,37.846,0,0,0,17.09,0.068822702,48.2061882,84.50010681,13.677001,0,2.158331217,6179685,4.957,70.21,58.041,23309.24,74.65475844,0,0,187.6666667,11645128220,50.46912676,15.15239734,68.28264618,16.6254,7.306213572,4506.333333
Anguilla,1972,0,0,0,0,0,3.441873742,0,0,0,0,0,0,0,0,0,0,18094.66146,0,0,0,0,0,0,95.40709812,99.11373708,0,0,0,0,0,0,0,0,6506,71.495,0,0,0,0,0,0,53.35,0,0,0,0,0,0,45.22222222
Antigua and Barbuda,1972,27.27272727,24.5302725,25.95106,31.57252113,3.328,5.547397618,0,1.629686859,70.07670997,0,100,9070.635111,301.9265977,0.092391158,0,80.7752112,13001.2336,0,0,13.55,6.759186766,27.15930476,66.558,0,0,0,0,0.717288985,7.484961987,12.66622734,2.550779104,0,1.291322908,67419,152.532,0,98.332,714.4231,0,0,0,73.66666667,666175185.4,455.5527515,-12.33741425,7.480210304,33.9782,1.525865599,374
Argentina,1972,47.14746646,26.3596375,25.59367375,19.10536795,3.148,3.636202343,-9,1.379444153,7.197765838,47.97142846,318610,6867.510789,337.4737866,7.926679473,0,6.837877359,28329.11558,1.58,35.285,57.8,64.24478595,10.26658765,67.044,93.91285971,96.88254343,0,27.52966667,2.580999714,5.3709355,9.051202625,1.791822875,0.934253625,1.69168215,24791983,8.917,7.688,102.273,32865.53,225.7890357,7.47523525,14.19743288,68.3,1.70E+11,589.6323525,0.35988848,11.4181445,79.7156,2.217173663,90148.66667
Armenia,1972,49.51544944,24.29155375,26.2328825,6.005376362,3.032,1.223366511,-7,0.811102067,26.24359333,83.11428506,3040,806.6710134,23.76120382,2.45954213,0,50.74939783,7959.940202,2.14,35.22,38.55,119.8649039,3.126012874,70.604,0,0,0,25.414,3.441516666,3.210839272,6.001464367,0.852436304,0,2.395432775,2643464,88.707,27.71333333,102.018,2251.3887,547.3746067,0,15.65908219,49.38,2520627453,68.77010502,-24.5058045,11.5320797,61.3628,3.624212536,3864.666667
Aruba,1972,11.11111111,0,0,26.00821021,2.691,21.04862909,0,0,120.5732437,0,4,18178.42694,0,0,0,141.8482294,14819.27402,0,0,0,4.323309122,18.8528014,69.851,97.29125212,99.02641305,0,26.11866667,0,0,0,0,0,0.687414685,59849,332.494,0,97.74533333,0,0,0,0,44.92,1395282409,0,-21.27498559,0,50.5936,0.657375871,1821.111111
Australia,1972,63.06145295,26.1990425,25.306705,28.25272017,2.743,11.89647068,10,4.035206344,12.82633626,64.35714286,1549200,13034.08135,1771.000618,11.54388566,13.95999977,11.90380851,50365.88845,0,0,16.8,6.167764295,30.88848317,71.93,0,0,2.100000007,31.46366667,2.116666667,1.774136,2.447788,1.0744,1.947888836,1.838146147,13236895,1.71,0,99.02975,37543.73,1362.543157,11.29181,23.76498065,54.5,1.71E+11,2643.658054,0.785282079,27.56611,85.5274,1.991665175,157472.3333
Austria,1972,47.22862341,25.58036,24.48609125,34.88183144,2.085,7.465386491,10,2.627322496,27.97605437,67.47142791,38380,12248.95167,2659.737802,11.17628571,17.60142851,28.1172536,49984.8768,3.345601218,23.04538597,24.1,7.599932114,33.70645887,70.63,0,0,1.299999992,36.138,1.4,1.338738,1.614832,1.032634,1.451278149,0.581190352,7526469,89.753,0,94.76975,10322.33,729.433158,15.57193,19.89441673,57.034,92522385131,3499.755298,-0.225891992,37.21822,65.2912,0.606618144,56188
