Country,Year,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Armenia,2008,61.34129213,25.35542,27.1342,46.83206418,1.4,1.804106217,5,0.973201147,15.0471035,83.11428506,3040,1520.033931,63.53859502,1.405882026,0,40.65575862,16040.94197,2.14,35.22,17.9,5.989562361,6.21,74.07,0,0,0,25.414,3.441516666,3.210839272,6.001464367,0.852436304,0,0.159460015,3079087,103.325,12.43,102.746,2251.3887,603.7630576,0,17.32175873,27.2,4680316716,142.7182745,-25.60865512,11.5320797,64.1132,0.122656896,5555
Aruba,2008,11.11111111,0,0,114.4798438,1.726,21.68186039,0,0,120.5732437,0,4,18178.42694,0,0,0,141.8482294,76064.92269,0,0,0,4.323309122,34.2,74.772,97.29125212,99.02641305,0,26.11866667,0,0,0,0,0,1.240534428,105526,586.256,0,98.699,0,0,0,0,35.8,1395282409,0,-21.27498559,0,46.7062,1.316356101,2288
Australia,2008,54.31810786,27.56373,26.87777,102.8176451,1.956,18.2656569,10,5.778817313,19.88292009,64.35714286,1549200,25190.72063,2875.460883,10.78836729,13.95999977,21.75122708,103332.9992,0,0,4.3,4.611955757,71.7210626,81.567,0,0,2.100000007,31.46366667,2.116666667,1.6484744,2.052889,1.238573807,1.973666877,2.001429237,21513817,2.779,0,98.558,32938.845,2825.391095,11.81184443,24.09120043,16.8,5.43E+11,4229.033066,-2.095906354,20.21751243,88.7004,2.196432346,392964
Austria,2008,38.45967253,26.46741,25.09414,129.6601719,1.411,8.178764487,10,4.023800859,59.26723174,67.47142791,38380,27305.92329,3976.358149,10.99615568,17.60142851,53.51060924,110100.9217,3.345601218,23.04538597,3.6,1.763741978,72.91265428,80.51,0,0,1.299999992,36.138,1.890909091,1.201481908,1.3831912,1.028276992,1.608884215,0.434411324,8341806,99.475,0,96.685,10103.815,2068.123309,7.967411,20.10830258,11.202,2.28E+11,5153.358661,5.755565188,21.36402677,67.086,0.709062958,68225.66667
Azerbaijan,2008,57.5647543,25.65117,27.50879,73.21436558,1.986,5.918422112,-7,1.51548132,65.7774117,82.9714301,9360,2110.970428,45.04588745,0.923285802,0,23.46733444,16661.02525,0,0,36.9,27.73015196,17.43121254,70.142,0,0,0,23.08766667,3.742579976,13.67445035,25.11227474,2.93054778,0.37348495,2.099854033,8943600,103.275,2.81,98.12,4652.3771,921.5621108,1.919739075,15.85377533,33,18499278246,233.8604458,42.31007726,9.489263606,52.9962,2.482499362,52932
Bahamas,2008,1.298701299,27.24594,29.13948,107.3095147,1.889,7.373751601,0,2.109684532,46.04148351,77.18571472,5150,20911.59943,829.1848864,0,0,54.02514155,45120.15489,0,0,14.9,1.488889903,31.54,74.407,0,0,4.900000095,21.78133333,0.973718798,22.86083541,36.43335342,9.057776451,0,1.44903384,333661,24.042,0,100.504,93.8745,0,0,15.48389015,31,6977385178,1833.425569,-7.861876217,22.00443649,83.6656,1.687408411,2460.333333
Bahrain,2008,9.210526316,27.83721,28.79094,136.9097428,2.229,23.09002916,-7,8.7847075,96.84896908,33.87142863,4.6,12505.21254,565.1189489,1.501811775,0,74.31211599,63077.87199,0,0,9.1,11.54122563,51.95,75.914,0,0,0,22.69233333,1.442,0.964839171,1.227585006,0.531328751,0,12.82037337,1052359,1516.367,0,93.93044444,354.68085,7314.355637,4.225476,4.903385928,15,13159972968,793.4660518,22.5368531,12.43672228,88.5384,12.86533572,24299
Bangladesh,2008,69.00207421,20.39742,20.54531,30.68498876,2.377,0.31921141,-6,0.191053023,20.33960131,62.38571385,14680,508.5557725,49.06882266,0.168514829,0,28.75147667,2940.664296,4.216666667,24.91,42.8,8.789101226,2.5,68.648,0,0,0,19.02233333,0.188749999,9.665283203,13.84824753,5.428161621,0.031890914,1.05136453,145478300,1010.28,88.3475,59.373,13362.2731,68.11522858,0,8.81827076,77,73983829245,0,-8.411875365,17.75008774,26.9908,2.738682722,46438.33333
Barbados,2008,44.18604651,26.38439,29.22169,106.0555515,1.831,5.523305654,0,1.389161576,60.04552356,81.92857143,80,9781.356913,627.514953,4.273125349,0,64.19105691,33919.80138,0,0,18.2,7.462771169,66.5,74.539,0,0,8.933333079,26.69433333,0.610066071,11.5957593,24.49023438,5.092540264,0,0.206694471,272180,632.977,0,108.14,311.072,0,0,33.15248161,42,2662289725,958.1784845,-4.145533356,12.862216,42.8062,1.47953083,1503.333333
Belarus,2008,43.94775752,26.16443,26.64186,83.96095733,1.416,6.48817388,-7,2.931195793,60.93775522,91.52857099,82730,2510.27848,242.9644738,2.431421502,0,68.66172333,23067.47998,3.99,21.71,5.6,21.1604911,23.18848886,69.194,0,0,0,31.90866667,4.98,8.282817447,11.94223335,4.91292451,0.795811042,-1.036063971,9680690,46.631,0.19,97.768,5633.72,614.9072872,19.64640333,25.35338921,20.794,24103693966,373.3470911,-7.723968109,18.07446678,73.7106,-0.420694163,62810
Belgium,2008,45.34346103,26.75915,25.1446,106.9753382,1.819,9.890022172,8,5.469581576,84.93280404,64.01428604,6670,25082.37413,3563.699189,7.98167504,18.61857135,83.72652364,67013.20352,3.420784834,28.06096746,3.7,2.157311729,65.33564762,79.777,0,0,5.483333349,36.17966667,2.987,1.219249317,1.189442008,0.935668333,0,0.789976845,10602167,347.293,0,98.127,1858.9,1920.962215,10.31216625,25.36482669,10,2.69E+11,4754.275222,0.856065393,19.39300917,97.3904,0.823661402,104855.6667
Belize,2008,6.663743972,27.02255,29.81663,53.48001751,2.907,1.36012592,0,0.548478415,61.86651999,35.0714283,14890,3684.074728,137.8537704,0.105390596,0,70.04489586,14594.04525,0,0,17.1,3.1914144,10.50720419,72.772,0,0,6.199999809,17.79633333,0.516625096,30.81897951,50.97922134,4.998919964,0,3.346271811,299237,13.03,23.84,93.8425,119889.9069,0,0,19.74076545,77,1187100524,218.9570745,-7.959814529,42.74856186,45.5022,2.755521358,407
Benin,2008,30.69065268,22.41835,23.74026,43.38648489,5.273,0.537539184,7,0.392489451,15.24092762,55.69999967,50610,373.5066867,17,0.081484321,0,28.84782463,2895.273853,0,0,66.9,7.121005393,1.85,58.272,27.24525033,39.87661252,0,18.86233333,0.059,15.81544971,25.1135273,6.864229202,0,2.956236975,8355980,74.195,0,63.8845,6809.9352,38.22294336,0,17.24793502,109,3121014404,33,-13.60689701,25.50226974,42.956,4.483342337,4491.666667
Bermuda,2008,0,28.41894,30.31529,122.183213,0,6.011207861,0,0,26.34129685,0,10,67554.23287,0,0,0,36.13927456,152192.5456,0,0,0,2.686393411,82.88584268,0,0,0,0,0,0,0,0,0,0,0.3125,64657,1219.943,0,103.54625,0,0,0,0,16,4336981750,0,-9.797977707,0,100,0.312012734,388.6666667
Bhutan,2008,13.07632196,22.8218,22.88243,36.13378522,2.506,0.60121031,3,0.280199253,46.58583826,30.34285736,31410,1208.403311,80.91950447,0.125439808,0,57.70979056,9159.314208,0,0,41,5.693203688,6.55,65.981,0,0,0,19.31733333,0.051,5.696219921,7.370391369,4.020005703,0,1.839262637,701363,14.923,0,98.51,237213.775,0,0,8.420716138,49,838356460,94.06479136,-11.12388486,17.9458847,33.2618,4.167905831,421.6666667
Bolivia,2008,33.98781501,24.43335,26.8633,52.3846526,3.477,1.442121852,8,0.617864845,44.906556,58.80000087,600910,1182.464638,55.6030594,4.434481307,0,37.9604649,7912.793374,0,0,38.4,10.38118174,12.5,65.728,90.69810562,99.12249885,0,19.13466667,0.48229222,4.380421162,7.410184383,1.503151178,0,1.624281601,9618466,8.755,24.89,98.687,114955.4432,213.0616137,0,15.0163488,78,11373495913,85.35091165,6.946091105,19.60947037,65.515,2.301222343,13871
Bosnia and Herzegovina,2008,41.76470588,26.61163,26.35874,84.23152783,1.218,8.268586103,-5.818181818,1.577568701,41.06450461,83.71428571,21850,2222.564552,294.1922506,4.143127492,0,77.88623144,15479.95305,2.77,27.41,7.2,7.556584433,34.66,75.608,96.66309845,99.79393031,0,27.56366667,1.313774991,0.916258572,1.470077597,0.425898204,0,-0.128952019,3774164,73.718,0.34,101.787,9457.69,927.1194974,8.139623,20.96064036,16,8388323119,505.6025539,-36.75291545,3.761750937,46.7438,0.934793991,31207
Botswana,2008,45.6160782,22.12984,26.09156,76.00645992,2.86,2.547205491,8,1.100672082,42.12054977,55.57142857,125350,4223.234151,407.2406372,0.566611135,0,41.7771791,26480.12212,0,0,46.1,17.32000786,6.25,46.384,0,0,0,17.89833333,0.191166667,24.19230652,38.85057068,10.64133835,0,1.405456219,1954822,3.36,0,100.505,12421.6035,454.7957053,0,21.46588053,50,8255372642,535.9908441,-0.139594654,26.70654106,59.5142,2.642020662,4979.333333
Brazil,2008,31.29056129,25.78623,25.99113,78.64616123,1.897,2.023772836,8,1.296541229,13.6631968,49.7714277,5459430,4478.809189,305.7357418,11.64693565,4.133333445,13.47468092,19363.09671,0.975,46.7075,16.7,8.332879387,33.83,72.572,90.03661994,97.84362979,0,21.38866667,0.981584855,20.91672833,38.72276333,3.5707975,0.549986565,0.915284629,191543237,22.497,11.32,101.5323333,67522.315,498.1653052,4.469778333,16.71857023,76,8.58E+11,714.9898562,0.189982136,19.20551167,83.7346,1.274442514,387640
British Virgin Islands,2008,0,27.31079,28.92512,0,0,4.51044138,0,0,0,0,0,0,0,0,0,0,90026.54866,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,22762,150.742,0,0,0,0,0,0,46.36666667,0,0,0,0,0,0,102.6666667
Brunei,2008,2.087286528,24.18179,22.89231,103.681358,2.095,27.60281956,0,9.433509663,78.29923669,54.34285791,3970,17722.65838,754.3002887,6.046940029,0,27.61460739,93050.46494,0,0,6.9,12.69238156,46,77.566,0,0,0,21.62833333,1.417,0.915056646,1.188714147,0.646131814,0,1.884580735,384695,66.729,0,101.335,45599.09,3067.498901,0,0,25,6817818067,877.0618037,50.6846293,16.59905243,74.7654,2.442272554,10618.66667
Bulgaria,2008,46.96620937,26.54286,25.51574,137.3807092,1.433,6.690139082,9,2.596119577,58.21740234,86.82857295,33750,2661.640139,277.5574139,6.553650555,0,78.73204869,22853.75981,0,0,11.8,8.41565821,39.50310114,73.317,0,0,6.400000095,34.765,3.635,2.879913909,4.450138273,1.3405157,0.713568467,-0.475936534,7591322,68.445,0,97.464,2470.67,1380.869289,5.897161,23.26969608,42,20285749709,474.172846,-20.51464531,11.48995045,71.586,0.181375069,50787
Burkina Faso,2008,45.1754386,21.27157,21.63031,19.49145802,6.037,0.109655497,0,0,8.522267546,83.29999978,62480,270.1248597,21.56151702,0.676025452,0,22.89189745,2441.906737,0,0,76.2,9.161945647,0.92,54.174,12.84816893,19.41415165,0,17.563,0.064,22.51925087,37.23192215,8.741400719,0,2.970687326,15515258,56.625,0,84.1,1761.72,0,0,12.3416894,123,4191056891,36.5127274,-14.67465508,33.69688034,24.015,6.470748008,1701.333333
Burundi,2008,85.28037383,21.50291,21.27927,6.050115914,6.481,0.024464801,6,0,6.512722906,95.60000065,1980,135.862446,6.80837092,7.515000867,0,20.20352517,914.8089951,3.41,26.59,75.9,28.16345618,0.81,51.578,86.94787038,88.88636685,0,17.31,0.034775153,44.77554703,83.66162109,10.02048969,0,3.010916872,7943385,285.384,95.18,91.298,2805.82425,0,0,14.28089027,19,1079207715,18.31932186,-9.606998705,43.82777786,10.1352,5.542900062,194.3333333
Cambodia,2008,31.46952187,20.80496,21.69608,30.65260163,3.051,0.358373309,2,0.254186247,65.5432507,84.17142814,115460,538.1334555,12.65904548,0.077055297,0,67.77700868,3594.400757,3.07,34.87,41.8,12.25378661,0.51,69.71,77.58654273,87.47137741,0,18.55633333,0.227,21.61433411,39.19595337,6.462769032,0,1.111492715,13822644,76.353,53.27,90.992,56440.783,51.58131958,0,10.55519636,40,7438427180,38.85543014,-2.233757974,22.96832657,19.558,1.768107366,4953.666667
Cameroon,2008,19.48975059,23.68173,24.9527,32.84272035,5.167,0.295541639,-4,0.340917516,31.06591982,64.38571494,221160,650.0360972,13.04549914,1.966573779,0,35.53621417,4040.196459,2.5,38.68,69.9,4.197871097,3.4,52.878,54.81268528,75.95765932,0,18.59,0.095374774,19.00482559,30.20295334,8.103664398,0,2.203102945,18758778,39.455,51.78,84.187,30825.37,59.55124498,0,9.753700886,125,13287179562,63.83446755,-3.020039515,29.70799255,50.3236,3.390887392,5544
Canada,2008,7.433873169,27.4521,26.69829,66.28819759,1.6808,16.35039863,10,7.945846493,35.11716845,73.02857099,3101340,26101.76407,3258.486529,13.60045257,15.28428582,33.59410958,71956.4191,2.627447039,24.78585623,5,4.109690014,76.72038636,80.743,0,0,0.985714278,30.80766667,1.8,1.759638571,2.331311143,1.192997129,3.061382316,1.175475786,33327954,3.343,0,98.633,116058.495,4772.370648,11.94617214,12.78562421,13.4138,8.70E+11,4622.626436,1.523058865,18.45543986,80.3812,1.283021416,544925.3333
Cayman Islands,2008,8.333333333,0,0,177.7972692,0,9.814027791,0,0,0,0,130,0,0,0,0,0,98763.12276,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,1.120276506,55295,209.451,0,111.789,0,0,0,0,67.2,0,0,0,0,100,1.120276506,542.6666667
Central African Republic,2008,8.363029311,20.99095,22.40158,0,4.809,0,-1,0,0,74.69999913,229030,0,0,0.05823288,0,23.59234234,1422.881306,0,0,0,0,0,46.769,42.13479552,54.50468963,0,19.71566667,0,36.04470825,62.6178627,11.91830063,0,0,4237961,0,0,0,59894.43,0,0,6.214223404,105,0,0,-12.92792793,40.31264496,0,0,0
Chad,2008,39.09625159,21.48569,21.95424,15.01816917,6.805,0.046462461,-2,0,52.8,58.50000082,123170,283.2750275,6.04398315,0,0,50.2,3312.952546,0,0,96.3,11.9427083,1.19,48.881,27.01782429,39.61523737,0,18.313,0.026853786,23.82643318,39.89586639,8.434020042,0,2.681872422,10653762,8.297,0,63.638,8865.735,0,0,0,159,3017944723,28.03009406,2.6,35.50316238,21.6942,2.785179169,495
Channel Islands,2008,42.10526316,0,0,0,1.424,0,0,0,0,0,8,42608.26284,0,0,0,0,0,0,0,0,3.844944464,0,79.57,0,0,0,36.59533333,1.238315344,0,0,0,0,0.671973533,151705,777.974,0,0,0,0,0,0,10,6246111092,0,0,0,30.9074,0.953207519,0
Chile,2008,21.16525224,27.01542,27.92807,88.09806834,1.888,4.207949073,10,1.804632441,41.50668497,43.92857252,158340,6581.357952,336.9105548,4.893834569,0,41.07065621,27306.59925,1.345,44.51,7.8,0.473024863,37.3,78.561,98.64900802,99.15357953,2.399999976,24.00366667,0.687711238,4.249776462,7.704079923,0.991051008,0.999897949,0.971258603,16795593,22.198,7.123333333,98.524,80209.055,532.5151772,9.371555385,19.68696047,58,1.05E+11,764.7971784,3.619810541,12.788665,88.4144,1.270072293,70675
China,2008,56.02199093,22.92176,22.91041,48.27650502,1.63,5.29789957,-7,1.574831307,34.97950937,85.7857132,1770000,2032.61498,78.2202325,25.56531104,0,27.26426556,12963.19733,0,0,15.8,7.797851283,22.66176993,74.57,90.92021038,98.85873002,0,24.515,1.281111112,2.056675196,2.817698002,1.261937857,0.282855321,0.512386932,1328275524,138.406,29.79,103.925,2810.4231,331.376632,0,10.26866091,9,2.69E+12,156.5990529,7.715243811,20.96404076,46.5444,3.435383537,7037070.333
Colombia,2008,38.40829202,24.94041,26.22529,91.90986394,2.43,1.47609182,7,0.648981524,17.78948399,62.89999935,615090,3131.177668,266.1789425,3.723762877,0,20.27222542,14372.18202,0.855,45.08,17,7.768531587,25.6,72.997,93.37817637,97.9892699,0,19.84833333,1.43,47.72370667,89.92293833,7.5493855,0.238275829,1.462579403,45005782,39.516,20.89,104.238,74557.97,404.5913654,7.002684167,12.31600329,73,1.42E+11,376.9990035,-2.251074242,15.35144758,74.4444,1.849925867,66432.66667
Comoros,2008,80.64516129,22.06131,22.44433,13.16162483,5.051,0.178853064,9,0.05432386,13.90981033,72.7285723,80,341.2159913,23.22485312,0.22213077,0,48.2827568,2052.05069,0.91,55.19,63.8,5.505984111,3,59.771,58.20423375,70.94938792,0,18.27133333,0.131224998,11.28646374,17.59652138,5.256560802,0,2.679939047,697034,374.548,64.98,84.226,3146.8,0,0,0,57,237840250.7,34.45666035,-34.37294647,18.19371986,27.932,2.747984533,124.6666667
Cook Islands,2008,0,0,0,0,0,3.480027308,0,0,0,0,0,0,420.0260321,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0.840270817,1.558404207,0.082259342,0,0,0,84.826,0,0,0,0,0,0,0,0,448.6609036,0,8.616690636,0,0,69.66666667
Costa Rica,2008,35.25264395,26.47897,27.03497,41.71867025,1.909,1.911933419,10,1.014460904,45.43520025,44.57142857,23760,5196.689144,413.1338945,39.42621181,0,55.19153428,19663.0951,1.38,34.905,9.1,12.40776103,32.29,78.896,93.74861454,97.38144492,0.666666662,20.844,0.889063737,5.456450182,9.120740364,1.813205355,0,1.549180305,4522124,88.496,4.99,101.852,46820.195,798.3405996,7.448337727,15.72456601,65,23497907525,617.698283,-9.756337265,17.14422464,63.194,2.337161378,8646
Cote d'Ivoire,2008,63.83647799,22.56469,23.82088,55.0325599,4.913,0.369428069,0,0.541320704,46.51204624,47.78571483,103280,574.9350967,17.05693465,11.85987579,0,38.80295689,3018.455016,2.82,28.46,83.9,7.998622645,1.9,48.753,41.44002018,54.61606555,0,18.362,0.144,62.40543747,103.4381027,18.19398117,0,1.808282045,18987007,58.881,46.34,62.65733333,9985.135,70.38744444,0,15.57468763,125,10916239584,71.8341187,7.709089357,62.63657379,49.0686,3.336553039,7014.333333
Croatia,2008,23.01644031,26.59629,25.17882,103.0868731,1.432,5.289562306,9,2.043194181,42.0644641,75.17142704,18850,6793.44909,1038.836199,8.354492204,0,49.9386845,29836.90147,4.5,19.42,5.1,6.088868342,50.42182729,76.149,0,0,9.100000381,34.00833333,2.661179389,2.6941734,3.8480856,1.604558,0,-0.045095829,4418387,78.149,0.09,102.26,22989.13,1494.410268,8.407888,20.16522687,13,30147225799,1224.051693,-8.277290434,14.249768,57.0846,0.351945318,23371.33333
Cuba,2008,61.34911687,25.06867,26.57614,2.944340083,1.498,2.644174835,-7,0.932904822,20.56763948,55.04285703,24350,4337.776952,557.0487718,16.62867826,0,24.34965513,18519.89044,0,0,4.9,-0.344016256,12.94,78.358,0,0,0,27.01133333,2.932292637,5.131976,7.619474625,2.604709875,0,-0.015814983,11266905,101.631,0,98.507,3884.3515,528.7873497,15.39984213,0,45,48873320833,584.6386615,-3.78201565,12.910018,75.369,-0.117926851,29791.66667
Cyprus,2008,12.44588745,27.41899,25.92587,94.40464772,1.493,7.94273481,10,2.401262394,45.43876902,60.94285638,1720,15620.66611,796.0664683,30.44966444,0,56.18672991,51801.24839,0,0,3.3,5.057041426,42.31,79.045,94.3624702,99.62139416,0,28.42166667,1.782968359,1.05182815,1.5388545,0.59784475,0,1.305982783,1077001,116.42,0,100.065,1191.0415,2123.762863,1.347489,52.38874264,6,12388312912,1917.63775,-10.7479609,13.647245,69.9642,1.554131456,8554.333333
Czech Republic,2008,54.93851133,27.90524,26.51348,0,1.434,0,8,0,0,84.68571472,26370,0,0,13.55655373,3.799999952,72.53958667,46589.75265,4.865,20.165,0,0,0,77.26,0,0,3.166666707,34.53533333,0,1.35400854,1.73803686,0.99598816,0.954481771,0,10377359,0,0,0,0,1438.780412,8.749035,14.82718595,11,0,0,4.553870242,10.6928146,0,0,0
Denmark,2008,62.88003771,26.13287,25.10627,119.2762572,1.8923,8.521498021,10,3.495098952,54.7348433,84.44285693,4860,32320.10054,5390.313138,15.57597264,19.22142853,51.56215776,69258.2024,0,0,3.6,4.231711987,85.0771224,78.408,0,0,1.783333361,35.21966667,2.584285714,0.893467493,0.841331629,0.943028014,1.624066453,0.58754759,5497312,127.566,0,101.718,1181.83,1884.299342,12.08719121,34.73132963,6.2,1.78E+11,6345.456782,3.17268554,13.58270143,86.4194,0.805096373,46845.33333
Djibouti,2008,73.38222606,23.38403,24.38177,13.18878589,3.755,0.612799524,2,0.167561588,38.77377364,70.95714351,60,869.0854807,56.08224869,0,0,57.93477586,4211.371645,2.37,27.84,73,9.523655216,2.26,59.292,0,0,0,17.76533333,0.179031627,3.778978348,7.11514473,0.492775142,0,1.909456281,855636,36.881,0,79.987,1079.35,0,0,0,22,743620824.3,82.4769433,-19.16100222,34.83585358,76.9038,1.971370956,524.3333333
Dominica,2008,30.66666667,24.5727,28.7839,133.5113485,0,1.88285235,0,0.564505623,35.12263621,0,470,6071.023247,204.2066128,0.449232162,0,61.92300493,19964.33605,0,0,12.2,1.10665931,41.16,0,0,0,0,0,0.321423332,9.842386246,16.15522575,3.811512232,0,-0.40265661,68159,90.758,0,100.375,0,0,0,0,69.8,417737931.8,328.0999276,-27.77800976,6.593111038,66.996,-0.354881154,128.3333333
Dominican Republic,2008,50.64155629,25.19668,26.87005,0,2.652,0,8,0,0,42.09999984,19720,0,0,5.332250931,0,39.23876391,12391.38216,1.47,39.95333333,0,0,0,72.286,0,0,0.300000005,18.92533333,0,11.50527959,33.72280502,3.549872398,0,0,9664948,0,0,0,3544.21725,457.6448423,0,14.92904853,108,0,0,-13.75262758,49.18263245,0,0,0
East Germany,2008,0,0,0,0,0,16.94035281,-8.8,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,16384470,0,0,0,0,0,0,0,0,0,0,0,11.29475,0,0,288678.8667
Ecuador,2008,29.9766468,25.58841,27.06269,83.1236759,2.728,2.110517801,5,0.784493844,37.86205653,41.02857099,118410,1710.53306,71.6382421,3.721286731,0,37.79025232,14183.47173,0,0,22.2,11.08580283,18.8,75.172,0,0,0,19.85666667,1.111221148,23.2985628,45.85307312,4.546875477,0.660192335,1.483690803,14056740,49.572,13.02,101.511,53279.77,314.8261997,0,25.20223488,82,24044518482,270.0646005,0.071804206,15.46362114,65.5606,2.481936235,29667
Egypt,2008,3.558189763,26.73243,30.09997,52.71313013,2.954,2.685046111,-3,0.917523723,33.04299274,25.11428561,590,1858.858447,42.71494519,0.971248545,0,38.63763261,11524.51889,4.03,27.19,21.6,12.20398446,18.01,70.042,46.89188063,62.12492662,0,19.385,1.398681958,1.02535214,1.576479358,0.471993353,0.416453352,1.779877801,78323298,78.21,15.43,75.60377778,1279.425,536.7604507,0.08624,15.32052485,45,1.46E+11,101.233189,-5.594639866,0,43.2358,1.940985218,210301.6667
El Salvador,2008,74.95173745,26.36751,27.84092,113.3951848,2.319,1.063577322,7,0.733985162,26.88162008,55.28571374,3320,2629.937905,128.29494,4.268698339,0,49.6985675,11654.35322,0.94,39.43,16.4,5.254720102,10.08,71.41,83.95130498,95.9574739,0.600000024,18.929,1.596,40.22982685,75.7041626,9.278216362,0,0.470300681,6129628,291.318,14.03,98.768,5685.6085,256.0991513,0,14.31851057,81,16120541019,215.9348711,-22.81694741,36.22414017,63.2272,1.30633884,6519.333333
Equatorial Guinea,2008,11.0516934,23.7664,24.52837,27.17690808,5.314,7.26881636,-5,1.291976521,78.80650079,43.31428582,17430,8603.111686,418.3547275,0,0,31.55808998,30119.18142,0,0,80.8,23.68635997,1.82,50.347,88.30830111,97.13136729,0,19.39133333,0.237555557,28.29985428,46.38611221,11.02255344,0,2.81600494,662327,23.612,0,81.335,85061.895,0,0,0,121,5697997258,750.7492863,47.25471255,40.30931854,39.1522,3.052285928,4814.333333
Eritrea,2008,74.97029703,20.88509,21.08232,2.195665263,5.163,0.083745644,-7,0.136885523,4.434495759,58.8857144,15760,146.8084041,5.38802777,0,0,26.13430726,1124.029866,0,0,42.4,16.08673675,4.06,60.236,0,0,0,17.164,0.04,20.3461647,34.63286591,8.121097565,0,3.057056175,4947521,42.071,0,77.315,0,20.28813109,0,0,64,726337662.3,10.65961855,-21.6998115,21.64807129,20.162,4.904186655,414.3333333
Eritrea and Ethiopia,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83282565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,2008,21.39655579,26.26446,25.18598,121.034985,1.619,13.69524157,9,4.05787234,71.0479147,85.64285714,22430,6783.903384,836.0005608,5.401508192,0,75.62248279,37967.55305,3.143333333,24.84333333,4.2,5.327443615,70.65738833,73.23,99.76719592,99.77050199,0,34.562,3.409,13.087343,22.2865352,4.7844576,0,-0.074337887,1342145,29.759,1.406666667,101.05,8393.8228,1411.230532,15.89092,15.08664167,21,9140619358,1057.761804,-4.130706506,16.767666,69.4466,-0.063969672,18381
Ethiopia,2008,34.513,20.247,20.71463,2.46018263,5.193,0.089490083,1,0.395909374,11.40412621,70.38571494,137050,190.8632151,7.28726668,2.624200245,0,30.83498027,1531.882424,3.87,25.43,57.3,30.31248562,0.45,59.673,35.9,49.9,0,17.58333333,0.01826385,25.66409874,43.76865768,8.355026245,0,2.199031881,79446419,71.943,86.41,85.094,0,15.05623591,0,8.139972284,68,15292022591,14.04323536,-19.43085406,28.66166496,16.3342,3.50169688,7109.666667
Faeroe Islands,2008,2.158273381,0,0,112.8876268,0,14.56194141,0,0,0,0,1,23224.09863,0,4.794033861,0,0,0,0,0,0,0,75.57,0,0,0,0,0,0,0,0,0,0,0.051456741,48597,34.737,0,0,0,0,0,0,20.825,1062339944,0,0,0,40.468,0.618943117,707.6666667
Falkland Islands (Malvinas),2008,0,0,0,0,0,19.6012919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,58.66666667
Fiji,2008,23.42638205,26.53078,29.33941,71.11945579,2.736,1.282125745,-4,0.81308555,51.22439976,35.77142852,9800,2296.09836,115.5430891,3.080455675,0,72.17012527,8371.994523,0,0,19.1,3.293645182,13,68.903,0,0,0,19.44866667,0.47170795,0.692033589,1.27671659,0.088665761,0,0.998746775,843651,46.167,0,103.089,45641.073,0,0,21.66438839,45,1936934580,153.0510915,-20.94572551,3.965080738,51.0506,1.771944476,1081.666667
Finland,2008,7.555116815,26.73339,25.58418,128.4719884,1.85,10.54824622,10,6.638822531,46.83470674,84.58571407,224590,28789.54385,3166.920942,17.20822721,17.02714252,43.08235041,66324.80547,4.018891278,22.57448845,2.7,2.945294579,83.71621739,79.699,0,0,2.24000001,33.459,2.735,2.832769571,4.055161214,1.683809,1.981102203,0.465549285,5316334,15.722,0,102.261,22766.72,4036.953993,17.47682,21.22098347,8.7,1.53E+11,4253.864436,3.752356331,13.29803029,83.2968,0.622461063,56078
